X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,y
0.07999999999999963,-0.029999999999999805,-0.03000000000000025,0.03000000000000025,0.0,0.020000000000000018,-0.020000000000000018,-0.08999999999999986,-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,0.0
-0.029999999999999805,-0.03000000000000025,0.03000000000000025,0.0,0.020000000000000018,-0.020000000000000018,-0.08999999999999986,-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,0.13000000000000034
-0.03000000000000025,0.03000000000000025,0.0,0.020000000000000018,-0.020000000000000018,-0.08999999999999986,-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,0.2400000000000002
0.03000000000000025,0.0,0.020000000000000018,-0.020000000000000018,-0.08999999999999986,-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,-0.020000000000000018,0.31000000000000005
0.0,0.020000000000000018,-0.020000000000000018,-0.08999999999999986,-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,-0.020000000000000018,0.010000000000000231,0.3599999999999999
0.020000000000000018,-0.020000000000000018,-0.08999999999999986,-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,-0.020000000000000018,0.010000000000000231,0.06999999999999984,0.2799999999999998
-0.020000000000000018,-0.08999999999999986,-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,-0.020000000000000018,0.010000000000000231,0.06999999999999984,0.1200000000000001,0.13999999999999968
-0.08999999999999986,-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,-0.020000000000000018,0.010000000000000231,0.06999999999999984,0.1200000000000001,0.06000000000000005,0.05999999999999961
-0.050000000000000266,-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,-0.020000000000000018,0.010000000000000231,0.06999999999999984,0.1200000000000001,0.06000000000000005,0.04999999999999982,-0.06000000000000005
-0.04999999999999982,-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,-0.020000000000000018,0.010000000000000231,0.06999999999999984,0.1200000000000001,0.06000000000000005,0.04999999999999982,0.06000000000000005,-0.18000000000000016
-0.10999999999999988,-0.03000000000000025,-0.04999999999999982,0.06000000000000005,0.029999999999999805,0.06000000000000005,0.0,-0.050000000000000266,0.03000000000000025,-0.010000000000000231,-0.04999999999999982,-0.020000000000000018,0.010000000000000231,0.06999999999999984,0.1200000000000001,0.06000000000000005,0.04999999999999982,0.06000000000000005,-0.010000000000000231,-0.20999999999999996
