X1,X2,y
0.07999999999999963,-0.029999999999999805,0.0
-0.029999999999999805,-0.03000000000000025,0.03000000000000025
-0.03000000000000025,0.03000000000000025,0.020000000000000018
0.03000000000000025,0.0,0.0
0.0,0.020000000000000018,-0.10999999999999988
0.020000000000000018,-0.020000000000000018,-0.14000000000000012
-0.020000000000000018,-0.08999999999999986,-0.10000000000000009
-0.08999999999999986,-0.050000000000000266,-0.1599999999999997
-0.050000000000000266,-0.04999999999999982,-0.14000000000000012
-0.04999999999999982,-0.10999999999999988,-0.08000000000000007
-0.10999999999999988,-0.03000000000000025,0.010000000000000231
-0.03000000000000025,-0.04999999999999982,0.08999999999999986
-0.04999999999999982,0.06000000000000005,0.08999999999999986
0.06000000000000005,0.029999999999999805,0.06000000000000005
0.029999999999999805,0.06000000000000005,-0.050000000000000266
0.06000000000000005,0.0,-0.020000000000000018
0.0,-0.050000000000000266,0.020000000000000018
-0.050000000000000266,0.03000000000000025,-0.06000000000000005
0.03000000000000025,-0.010000000000000231,-0.06999999999999984
-0.010000000000000231,-0.04999999999999982,-0.009999999999999787
-0.04999999999999982,-0.020000000000000018,0.08000000000000007
-0.020000000000000018,0.010000000000000231,0.18999999999999995
0.010000000000000231,0.06999999999999984,0.18000000000000016
0.06999999999999984,0.1200000000000001,0.10999999999999988
0.1200000000000001,0.06000000000000005,0.10999999999999988
0.06000000000000005,0.04999999999999982,0.04999999999999982
0.04999999999999982,0.06000000000000005,-0.03000000000000025
0.06000000000000005,-0.010000000000000231,-0.040000000000000036
-0.010000000000000231,-0.020000000000000018,-0.08999999999999986
-0.020000000000000018,-0.020000000000000018,-0.1299999999999999
-0.020000000000000018,-0.06999999999999984,-0.10000000000000009
-0.06999999999999984,-0.06000000000000005,-0.020000000000000018
-0.06000000000000005,-0.040000000000000036,-0.04999999999999982
-0.040000000000000036,0.020000000000000018,-0.08999999999999986
0.020000000000000018,-0.06999999999999984,-0.03000000000000025
-0.06999999999999984,-0.020000000000000018,-0.06000000000000005
-0.020000000000000018,-0.010000000000000231,-0.03999999999999959
-0.010000000000000231,-0.04999999999999982,-0.020000000000000018
-0.04999999999999982,0.010000000000000231,-0.010000000000000231
0.010000000000000231,-0.03000000000000025,0.020000000000000018
-0.03000000000000025,0.020000000000000018,0.0
0.020000000000000018,0.0,0.010000000000000231
0.0,0.0,0.029999999999999805
0.0,0.010000000000000231,0.03999999999999959
0.010000000000000231,0.019999999999999574,0.010000000000000231
0.019999999999999574,0.020000000000000018,-0.03999999999999959
0.020000000000000018,-0.009999999999999787,-0.020000000000000018
-0.009999999999999787,-0.029999999999999805,0.019999999999999574
-0.029999999999999805,0.009999999999999787,0.040000000000000036
